Station,Station2,Station3,Bloom_chase,Sample_Depth,Year,Date,Month,Station_depth,Secchi,Surf_Temp,SpCond,PAR,DO,Turbidity,TP,TDP,SRP,NH4,NO3,Urea,SiO2,Cl,TSS,VSS,POC,PON,DOC,CDOM,Chla,PC,part_microcystin,diss_microcystin,totalcyanos_cells,totalcyanos_biovol,Latitude,Longitude
WE6,WE6,WE06,,0.75,2015,8/4/2015,8,3.6,0.7,23.8,310,421,6.63,10.3,135.58,96.06,70.47,45.88,1.56,,,,9.32,2.05,1.33,0.25,6.41,3.58,35.53,36.45,1.65,0.23,,,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2015,8/4/2015,8,4.8,,24.4,302.6,440,8.52,20.1,99.44,25.28,16.14,6.6,0.967,,,,17.89,7.35,4.13,0.79,5.12,2.38,116.68,43.31,1.47,0.23,,,41.834,-83.36383333
WE8,WE8,WE08,,3.3,2015,8/4/2015,8,,,24.4,302.6,2,10.47,ns,,,,,,,,,,,,,,,42.9,34.05,2.41,0.34,,,41.834,-83.36383333
WE12,WE12,WE12,,0.75,2015,8/4/2015,8,5.6,1,24.3,325.5,462,5.81,11.5,109.68,78.6,60.65,41.65,1.456,,,,13.93,1.29,0.92,0.18,6.03,3.34,14.15,6.62,0.45,0.15,,,41.70316667,-83.25433333
WE12,WE12,WE12,,5.5,2015,8/4/2015,8,,,24.3,325.4,0,7.72,ns,,,,,,,,,,,,,,,12.6,41.83,0.52,0.2,,,41.70316667,-83.25433333
WE13,WE13,WE13,,0.75,2015,8/4/2015,8,8.3,0.7,24.9,267.2,675,8.35,22.5,45.69,5.83,2.78,2.56,0.552,,,,13.37,5.34,3.05,0.5,3.3,0.99,52.11,28.46,2.13,0.15,,,41.741,-83.13616667
WE13,WE13,WE13,,4.35,2015,8/4/2015,8,,,24.6,267.5,3,8.9,ns,,,,,,,,,,,,,,,34.45,16.67,2.55,0.18,,,41.741,-83.13616667
WE13,WE13,WE13,,7.7,2015,8/4/2015,8,,,24.4,264.7,0,8.26,ns,,,,,,,,,,,,,,,13.44,9.31,2.12,0.12,,,41.741,-83.13616667
WE15,WE15,WE15,,0.75,2015,8/4/2015,8,5,,24.3,260.9,156,9.08,36.4,76.8,7.52,2.62,1.71,0.627,,,,30.54,9.72,5.45,1,4.46,2.24,127.08,88.38,0.73,0.22,,,41.61666667,-83.00933333
WE2,WE2,WE02,,0.75,2015,8/10/2015,8,5.6,,23.9,326.2,30,8.15,34.1,221.67,50.59,39.35,3.15,1.145,,,,29.8,15.52,8.53,1.62,6.12,2.71,187.01,46.84,9.19,0.15,,,41.76216667,-83.33
WE2,WE2,WE02,,4.1,2015,8/10/2015,8,,,23.9,326.9,0,9.41,ns,,,,,,,,,,,,,,,81.34,65.95,1.3,0.21,,,41.76216667,-83.33
WE2,WE2,WE02,,,2015,8/10/2015,8,,,,,,,ns,,,,,,,,,,,,,,,1913.6,1742.62,39.38,0.26,,,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2015,8/10/2015,8,6,,24.3,216.9,230,8.98,16.8,47.82,6.29,2.65,1.07,0.038,,,,12.87,8.81,4.58,0.72,2.39,0.33,86.34,9.89,2.29,0.28,,,41.82666667,-83.19316667
WE4,WE4,WE04,,,2015,8/10/2015,8,,,,,,,ns,,,,,,,,,,,,,,,492.8,100.13,5.89,0.16,,,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2015,8/10/2015,8,3.1,,24.1,323,32,7.48,47.4,302.65,30.66,20.75,2.36,1.04,,,,37.5,25.92,12.83,2.59,6.3,3.46,352.64,241.45,3.1,0.15,,,41.70516667,-83.38533333
WE6,WE6,WE06,,,2015,8/10/2015,8,,,,,,,ns,,,,,,,,,,,,,,,35.53,1598.34,55.64,0.47,,,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2015,8/10/2015,8,3.9,,25.7,293.2,0,11.68,1148,2482.24,12.33,4.94,2.93,0.026,,,,430,375.2,203.03,40.93,7.01,1.68,6784,8227.92,296.87,0.62,,,41.834,-83.36383333
WE8,WE8,WE08,,3.5,2015,8/10/2015,8,,,24.1,314.8,0,10.89,ns,,,,,,,,,,,,,,,969.6,343.87,19.24,0.46,,,41.834,-83.36383333
WE8,WE8,WE08,,,2015,8/10/2015,8,,,,,,,ns,,,,,,,,,,,,,,,161971.2,272716.32,,3.4,,,41.834,-83.36383333
WE12,WE12,WE12,,0.75,2015,8/10/2015,8,6.6,,24.2,314.5,12,9.72,19.7,146.71,39.84,29.38,2.75,1.098,,,,16.13,8.14,4.55,0.94,5.85,3.32,190.08,302.41,0.34,bdl,,,41.70316667,-83.25433333
WE12,WE12,WE12,,5.5,2015,8/10/2015,8,,,24.1,317.3,0,10.04,ns,,,,,,,,,,,,,,,98.88,32.5,,0.15,,,41.70316667,-83.25433333
WE12,WE12,WE12,,,2015,8/10/2015,8,,,,,,,ns,,,,,,,,,,,,,,,5996.8,427.31,1.85,2,,,41.70316667,-83.25433333
WE13,WE13,WE13,,0.75,2015,8/10/2015,8,9,,24.4,255.2,118,10.98,32.3,74.89,7.69,2.81,2.33,0.349,,,,22.8,14.91,7.15,1.25,4.04,1.55,172.8,53.75,3.16,0.32,,,41.741,-83.13616667
WE13,WE13,WE13,,4.35,2015,8/10/2015,8,,,24,274,0,9.26,ns,,,,,,,,,,,,,,,56.96,17.77,1.02,0.28,,,41.741,-83.13616667
WE13,WE13,WE13,,7.7,2015,8/10/2015,8,,,24,275.4,0,9.31,ns,,,,,,,,,,,,,,,28.42,0,0.61,0.32,,,41.741,-83.13616667
WE13,WE13,WE13,,,2015,8/10/2015,8,,,,,,,ns,,,,,,,,,,,,,,,2889.6,606.31,12.61,0.22,,,41.741,-83.13616667
WE15,WE15,WE15,,0.75,2015,8/10/2015,8,4.4,,24.5,266.4,81,9.79,19,47.14,6.32,2.31,1.86,0.561,,,,16.31,9.51,4.53,0.76,3.86,1.32,91.52,12.05,4.62,0.22,,,41.61666667,-83.00933333
WE2,WE2,WE02,,0.75,2015,8/17/2015,8,5.7,0.5,24.7,276.2,23,8.94,26.7,76.55,9.44,2.17,1.3,0.136,,,,18.15,11.11,5.42,1.09,5.31,2.67,171.52,43.9,0.39,0.34,,,41.76216667,-83.33
WE2,WE2,WE02,,3.8,2015,8/17/2015,8,,,24.4,277.9,0,11,ns,,,,,,,,,,,,,,,144.64,29.33,1.86,0.37,,,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2015,8/17/2015,8,8.6,2.5,25.2,217.2,1564,8.72,8.45,25.59,2.6,0.87,1.52,0.192,,,,6.03,3.91,2.1,0.36,2.21,0.22,41.79,18.19,1.57,0.18,,,41.82666667,-83.19316667
WE4,WE4,WE04,,,2015,8/17/2015,8,,,,,,,ns,,,,,,,,,,,,,,,1880,94.8,9.89,0.16,,,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2015,8/17/2015,8,3.1,0.6,25.1,336,66,6.66,15.4,77.84,10.44,1.27,1.76,0.181,,,,17.33,8.35,3.04,0.72,6.79,3.04,117.31,22.62,4.44,0.52,,,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2015,8/17/2015,8,4.8,0.5,26,236.6,820,10.96,14.3,39.84,6.61,2.14,0.41,,,,,11.76,7.3,4.34,0.61,3.6,1.14,59.97,11.73,0.29,0.22,,,41.834,-83.36383333
WE8,WE8,WE08,,3.5,2015,8/17/2015,8,,,23.7,244.5,8,8.59,ns,,,,,0.008,,,,,,,,,,50.37,5.03,0.22,0.28,,,41.834,-83.36383333
WE12,WE12,WE12,,0.75,2015,8/17/2015,8,6.7,0.7,24.5,278.2,62,9.74,16.1,59.55,10.29,2.45,2.29,0.306,,,,14.5,8.11,3.91,0.78,5.73,2.58,100.61,10.31,0.25,0.12,,,41.70316667,-83.25433333
WE12,WE12,WE12,,5.3,2015,8/17/2015,8,,,24,279.5,0,9.72,ns,,,,,,,,,,,,,,,77.44,6.58,,bdl,,,41.70316667,-83.25433333
WE13,WE13,WE13,,0.75,2015,8/17/2015,8,9.1,1.3,24.8,226.7,916,7.52,8.48,22.53,3.72,1.44,0.23,0.064,,,,7.67,4.64,2.08,0.35,2.47,0.46,41.66,3.29,0.31,bdl,,,41.741,-83.13616667
WE13,WE13,WE13,,4.4,2015,8/17/2015,8,,,24.4,227.9,18,10.25,ns,,,,,,,,,,,,,,,38.91,2.63,0.41,bdl,,,41.741,-83.13616667
WE13,WE13,WE13,,7.8,2015,8/17/2015,8,,,23.8,237.4,1,8.95,ns,,,,,,,,,,,,,,,25.22,1.15,0.44,bdl,,,41.741,-83.13616667
WE15,WE15,WE15,,0.75,2015,8/17/2015,8,4.4,0.4,25.1,240.9,55,8.89,25.9,61.94,9.46,1.83,1.6,0.065,,,,20.6,12.26,5.42,1,5,2.13,115.58,514.19,0.85,bdl,,,41.61666667,-83.00933333
WE2,WE2,WE02,,0.75,2015,8/24/2015,8,5.4,0.5,21.7,263.2,65,8.08,17.2,57.72,7.41,2.64,2.11,0.137,,,,13.48,7.65,3.66,0.7,4.45,1.85,87.1,11.41,0.53,0.18,,,41.76216667,-83.33
WE2,WE2,WE02,,3.7,2015,8/24/2015,8,,,23.1,258.1,0,8,ns,,,,,,,,,,,,,,,91.65,13.77,0.13,0.2,,,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2015,8/25/2015,8,8.3,,22.9,231.1,107,7.53,13.5,45.58,6,2.06,5.54,0.016,,,,10.72,5.84,2.7,0.54,3.03,0.91,65.88,11.86,0.12,0.11,,,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2015,8/24/2015,8,3,0.6,22.8,289.9,100,8.18,19.4,80.2,10.48,1.07,1.04,0.002,,,,18.63,10.72,4.8,0.82,5.99,2.78,134.23,36.12,2.01,0.3,,,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2015,8/25/2015,8,4.3,0.8,22.5,256.1,93,8.37,15,61.32,8.7,2.2,0.58,0.003,,,,14.47,8.35,3.86,0.72,4.79,2.43,104.33,22.77,1.1,0.36,,,41.834,-83.36383333
WE8,WE8,WE08,,3,2015,8/25/2015,8,,,22.5,256.4,0,8.87,ns,,,,,,,,,,,,,,,96.85,16.22,0.69,0.3,,,41.834,-83.36383333
WE12,WE12,WE12,,0.75,2015,8/24/2015,8,6.4,0.7,23.4,258.5,86,7.68,17.8,59.17,8.11,2.24,1.75,0.171,,,,12.96,7.25,3.18,0.55,4.24,1.65,81.58,13.43,1.33,0.15,,,41.70316667,-83.25433333
WE12,WE12,WE12,,5.1,2015,8/24/2015,8,,,23.4,259.1,0,8.65,ns,,,,,,,,,,,,,,,81.58,16.34,1.36,0.21,,,41.70316667,-83.25433333
WE13,WE13,WE13,,0.75,2015,8/25/2015,8,8.7,,22.9,232.4,123,7.93,12.1,32.8,5.16,1.22,0.85,0.103,,,,10.47,4.91,2.18,0.38,2.58,0.55,45.14,9.45,1.01,bdl,,,41.741,-83.13616667
WE13,WE13,WE13,,4.15,2015,8/25/2015,8,,,23,232.8,1,8.23,ns,,,,,,,,,,,,,,,43.32,15.24,1.44,0.15,,,41.741,-83.13616667
WE13,WE13,WE13,,7.3,2015,8/25/2015,8,,,23,232.8,0,8.3,ns,,,,,,,,,,,,,,,,ns,,ns,,,41.741,-83.13616667
WE15,WE15,WE15,,0.75,2015,8/24/2015,8,4.2,0.5,23.8,251.2,47,7.31,19.5,45.62,6.06,1.51,5.77,0.272,,,,21.08,7.01,2.97,0.53,3.78,1.06,78.65,9.93,2.33,0.3,,,41.61666667,-83.00933333
WE2,WE2,WE02,,0.75,2015,8/31/2015,8,6,0.8,26.4,281.4,269,11.5,15.5,58.71,9.67,2.29,3.95,0.045,,,,13.2,7.86,3.58,0.64,4.97,2.14,68.21,42.72,0.74,0.14,,,41.76216667,-83.33
WE2,WE2,WE02,,4.2,2015,8/31/2015,8,,,22,267.7,0,7.96,ns,,,,,,,,,,,,,,,45.38,20.61,0.32,0.12,,,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2015,8/31/2015,8,8.7,1,23.8,247.8,329,9.17,24,82.13,9.9,3.24,5.66,0.031,,,,20,15.02,7.43,1.31,4.14,1.58,114.55,96.74,1.1,0.17,,,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2015,8/31/2015,8,3,0.5,22.6,306.8,137,9.31,16.1,76.84,11.46,1.46,0.9,0.003,,,,15.55,9.96,4.07,0.63,6,2.72,50.96,13.71,0.24,0.19,,,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2015,8/31/2015,8,4.6,0.4,26.4,281.4,269,11.5,21.3,76.16,11,2.08,0.67,0.003,,,,23.4,15.48,6.33,0.94,5.34,2.36,88.48,46.57,0.11,0.25,,,41.834,-83.36383333
WE8,WE8,WE08,,3.4,2015,8/31/2015,8,,,22,267.7,0,7.96,ns,,,,,,,,,,,,,,,49.1,19.01,0.19,0.17,,,41.834,-83.36383333
WE12,WE12,WE12,,0.75,2015,8/31/2015,8,6.5,0.8,22.2,260,222,9.32,16.3,39.34,8.42,0.93,1.86,0.088,,,,10.73,4.71,2.35,0.41,5,2.26,31,12.07,0.84,0.23,,,41.70316667,-83.25433333
WE12,WE12,WE12,,5.2,2015,8/31/2015,8,,,21.9,261.5,0,8.91,ns,,,,,,,,,,,,,,,32.86,15.6,0.19,0.14,,,41.70316667,-83.25433333
WE13,WE13,WE13,,0.75,2015,8/31/2015,8,9,1,23.4,240.9,473,8.97,11.7,40.03,6.62,1.97,3.61,0.092,,,,10,6.54,3.1,0.5,3.31,0.96,46.13,39.2,1.42,0.13,,,41.741,-83.13616667
WE13,WE13,WE13,,4.3,2015,8/31/2015,8,,,22.5,239.6,4,8.23,ns,,,,,,,,,,,,,,,41.91,39.96,0.1,0.13,,,41.741,-83.13616667
WE13,WE13,WE13,,7.6,2015,8/31/2015,8,,,21.9,236.1,0,5.92,ns,,,,,,,,,,,,,,,17.88,5.69,,bdl,,,41.741,-83.13616667
WE13,WE13,WE13,,,2015,8/31/2015,8,,,,,,,ns,,,,,,,,,,,,,,,303.34,507.17,4.16,0.15,,,41.741,-83.13616667
WE15,WE15,WE15,,0.75,2015,8/31/2015,8,4.5,1.2,22.8,256.6,146,5.84,8.91,35.49,6.09,0.98,2.76,0.194,,,,8.03,3.38,1.62,0.26,3.98,1.22,22.25,33.31,0.55,0.34,,,41.61666667,-83.00933333
WE2,WE2,WE02,,0.75,2015,9/8/2015,9,5.6,0.6,24.2,270.3,77,7.05,9.31,57.75,7.45,2.8,8.66,0.014,,,,10.82,4.42,2.35,0.42,4.83,1.81,56.06,54.1,0.93,0.23,,,41.76216667,-83.33
WE2,WE2,WE02,,4.1,2015,9/8/2015,9,,,24.1,269,0,7.24,ns,,,,,,,,,,,,,,,46.98,36.85,1,0.22,,,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2015,9/8/2015,9,8.4,0.4,25.6,239.8,570,9.4,9.24,42.13,14.88,1.92,0.64,0.002,,,,9.2,6.34,3.28,0.52,3.52,0.8,48.64,41.16,1.17,0.08,,,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2015,9/8/2015,9,3.2,0.7,25.3,355.8,75,7.57,11.4,102.04,14.78,4.39,1.55,0.033,,,,11.83,6.61,3.5,0.71,6.22,2.54,94.25,90.38,3.65,0.49,,,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2015,9/8/2015,9,4.6,0.4,25.7,235.2,540,8.83,11.4,58.44,9.33,1.89,0.72,0.048,,,,12.5,7.91,3.73,0.5,5.11,1.92,50.3,37.73,0.85,0.19,,,41.834,-83.36383333
WE8,WE8,WE08,,4.1,2015,9/8/2015,9,,,24.1,269,7,6.9,ns,,,,,,,,,,,,,,,40.19,21.05,0.7,0.13,,,41.834,-83.36383333
WE12,WE12,WE12,,0.75,2015,9/8/2015,9,6.5,0.7,24.4,257,196,8.22,11.8,47.62,7.58,1.62,0.26,0.006,,,,11.3,6.31,2.55,0.44,4.62,1.65,48,47.35,1.38,0.12,,,41.70316667,-83.25433333
WE12,WE12,WE12,,5.2,2015,9/8/2015,9,,,23.2,253,0,5.85,ns,,,,,,,,,,,,,,,32.13,20.61,0.47,0.12,,,41.70316667,-83.25433333
WE13,WE13,WE13,,0.75,2015,9/8/2015,9,8.8,0.4,25.1,241.6,550,9.24,12,44.3,5.62,1.97,1.16,0.023,,,,16,11.17,2.79,0.45,3.61,1.13,55.04,56.39,0.52,0.1,,,41.741,-83.13616667
WE13,WE13,WE13,,4.3,2015,9/8/2015,9,,,23.9,242.5,4,8.14,ns,,,,,,,,,,,,,,,55.94,47.08,0.8,0.1,,,41.741,-83.13616667
WE13,WE13,WE13,,7.6,2015,9/8/2015,9,,,22.9,241.9,0,6.1,ns,,,,,,,,,,,,,,,28.8,13.92,0.58,bdl,,,41.741,-83.13616667
WE13,WE13,WE13,,,2015,9/8/2015,9,,,,,,,ns,,,,,,,,,,,,,,,463.68,413.24,14.96,0.13,,,41.741,-83.13616667
WE15,WE15,WE15,,0.75,2015,9/8/2015,9,4.3,1.2,24.8,259.4,650,7.26,6.26,32.86,4.74,1.36,3.61,0.103,,,,15.7,8.31,6.86,1.26,3.81,1,31.36,44.68,1.05,0.23,,,41.61666667,-83.00933333
WE2,WE2,WE02,,0.75,2015,9/14/2015,9,5.5,0.4,20.5,257.7,120,8.15,12.8,77.89,11.24,5.75,0.45,bdl,,,,15.2,4.96,2.22,0.4,4.13,1.36,66.82,34.1,0.65,0.51,,,41.76216667,-83.33
WE2,WE2,WE02,,3.9,2015,9/14/2015,9,,,20.5,257.9,0,8.43,ns,,,,,,,,,,,,,,,70.57,23.63,1.37,0.21,,,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2015,9/14/2015,9,8.5,2,21.6,224.3,1484,7.62,1.67,13.89,14.24,0.6,4.72,0.216,,,,2.84,0.68,0.43,0.05,2,0.27,6.49,0.74,,bdl,,,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2015,9/14/2015,9,2.6,0.7,19.1,298.1,142,8.09,11.7,97.05,34.97,13.18,0.27,bdl,,,,14.17,7.04,3.08,0.51,5.69,2.11,72.96,73.23,3.04,0.41,,,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2015,9/14/2015,9,4.7,0.9,21,276.9,578,8.33,10.1,61.35,24.44,0.68,bd,bdl,,,,12.9,6.86,3.18,0.45,4.54,1.62,71.89,41.96,1.19,0.69,,,41.834,-83.36383333
WE8,WE8,WE08,,3.4,2015,9/14/2015,9,,,20.7,282.1,5,9.34,ns,,,,,,,,,,,,,,,72.56,45.9,1.41,0.69,,,41.834,-83.36383333
WE12,WE12,WE12,,0.75,2015,9/14/2015,9,6.5,1,20.5,266.9,76,7.65,11.5,74.94,19.92,2.6,bd,0.015,,,,15.25,6.16,2.55,0.41,4.6,1.59,67.33,43,1.1,0.28,,,41.70316667,-83.25433333
WE12,WE12,WE12,,5.1,2015,9/14/2015,9,,,20.6,267.4,0,8.78,ns,,,,,,,,,,,,,,,63.49,35.59,1.41,ns,,,41.70316667,-83.25433333
WE13,WE13,WE13,,0.75,2015,9/14/2015,9,9,1,21.2,246,613,7.48,8.23,49.05,23.31,2.62,bd,0.014,,,,10.9,2.66,1.63,0.29,3.57,1.03,53.89,24.7,0.8,0.15,,,41.741,-83.13616667
WE13,WE13,WE13,,4.25,2015,9/14/2015,9,,,21.2,246.1,6,8.51,ns,,,,,,,,,,,,,,,51.46,21.89,0.68,0.24,,,41.741,-83.13616667
WE13,WE13,WE13,,7.5,2015,9/14/2015,9,,,21.2,246.6,0,8.2,ns,,,,,,,,,,,,,,,49.41,18.94,0.35,bdl,,,41.741,-83.13616667
WE15,WE15,WE15,,0.75,2015,9/14/2015,9,4.1,6.7,20.2,247.9,557,8.72,13.4,57.77,6.23,2.61,0.72,0.056,,,,15.77,3.78,2.16,0.34,3.77,1,49.79,32.82,1.63,0.29,,,41.61666667,-83.00933333
WE2,WE2,WE02,,0.75,2015,9/21/2015,9,5.5,0.7,20.24,301.6,143,8.34,10.1,66.85,15.7,7.84,bd,bdl,,,,11.98,4.48,2.23,0.37,4.9,1.56,41.05,16.79,1.45,0.34,,,41.76216667,-83.33
WE2,WE2,WE02,,4.3,2015,9/21/2015,9,,,20.27,302,0,8.33,,,,,,,,,,,,,,,,42.24,31.35,1.45,0.27,,,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2015,9/21/2015,9,8.3,2,20.87,235.9,500,7.81,5.2,15.51,1.72,1.02,1.71,0.18,,,,3.17,1.32,0.68,0.11,2.2,0.25,14.61,6.72,0.22,bdl,,,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2015,9/21/2015,9,3.3,0.5,19.7,314.8,165,7.26,15.3,86.4,22.18,13.36,bd,bdl,,,,16.38,6.08,2.86,0.44,5.6,1.83,43.69,21.06,1.95,0.44,,,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2015,9/21/2015,9,4.6,0.7,20.57,272.1,574,7.98,11,60.78,13.77,6.53,bd,bdl,,,,13.2,5.57,2.09,0.33,4.72,1.54,36.43,24.36,0.46,0.29,,,41.834,-83.36383333
WE8,WE8,WE08,,3.4,2015,9/21/2015,9,,,20.54,272.4,9,8.43,,,,,,,,,,,,,,,,37.09,25.33,0.64,0.38,,,41.834,-83.36383333
WE12,WE12,WE12,,0.75,2015,9/21/2015,9,6.5,0.7,20.29,261.5,320,7.74,13.2,58.93,9.64,5.01,bd,bdl,,,,15.2,4.61,2.14,0.32,4.36,1.22,44.48,19.15,0.78,0.35,,,41.70316667,-83.25433333
WE12,WE12,WE12,,5.3,2015,9/21/2015,9,,,20.3,261.8,0,8.49,,,,,,,,,,,,,,,,44.88,18.29,0.42,0.32,,,41.70316667,-83.25433333
WE13,WE13,WE13,,0.75,2015,9/21/2015,9,9.1,0.7,20.76,243.3,558,7.92,8.29,,5.13,1.24,2.7,bdl,,,,10.4,3.08,1.38,0.24,3.27,0.66,37.75,17.64,0.37,0.16,,,41.741,-83.13616667
WE13,WE13,WE13,,4.3,2015,9/21/2015,9,,,20.71,243.4,4,8.56,,,,,,,,,,,,,,,,36.7,16.87,0.25,0.23,,,41.741,-83.13616667
WE13,WE13,WE13,,7.6,2015,9/21/2015,9,,,20.69,243.6,0,8.57,,,,,,,,,,,,,,,,40.52,19.92,0.32,0.16,,,41.741,-83.13616667
WE15,WE15,WE15,,0.75,2015,9/22/2015,9,4.2,0.8,20.52,261.8,ns,9.47,7.32,44.1,4.82,1.42,-0.8,bdl,,,,9.96,4.36,2.22,0.36,3.58,0.8,44.09,46.36,0.53,0.39,,,41.61666667,-83.00933333
WE2,WE2,WE02,,0.75,2015,9/28/2015,9,5.4,0.4,20.54,286.3,69,7.18,16.7,77.87,34.82,20.69,11.71,0.024,,,,16.12,3.44,1.53,0.31,4.74,2.15,27.95,22.4,0.91,0.14,,,41.76216667,-83.33
WE2,WE2,WE02,,4,2015,9/28/2015,9,,,20.55,287.8,0,7.64,,,,,,,,,,,,,,,,28.21,29.77,1.21,0.25,,,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2015,9/28/2015,9,8.6,1,21.23,254,823,7.78,7.79,42.86,14.62,6.92,3.8,0.014,,,,7.48,2.24,1.18,0.2,3.76,1.42,22.15,17.6,0.26,0.21,,,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2015,9/28/2015,9,3.1,0.4,20.55,263.4,66,7,23.4,77.58,9.91,5.56,2.26,0.032,,,,25.47,5.51,2.61,0.43,4.1,1.73,54.99,51.84,1.99,0.34,,,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2015,9/28/2015,9,4.6,0.9,22.13,264.3,711,8.25,8.65,60.74,20.6,12.04,bd,0.007,,,,9.24,3.24,1.65,0.28,4.2,1.83,28.86,20.68,0.32,0.19,,,41.834,-83.36383333
WE8,WE8,WE08,,3.4,2015,9/28/2015,9,,,20.8,264,9,7.81,,,,,,,,,,,,,,,,29.51,17.12,0.39,0.24,,,41.834,-83.36383333
WE12,WE12,WE12,,0.75,2015,9/28/2015,9,6.5,0.6,20.53,231.8,163,8.22,13,56.71,9.78,3.83,bd,0.024,,,,24.33,5.91,1.84,0.3,4.98,1.62,40.82,20.53,0.66,0.42,,,41.70316667,-83.25433333
WE12,WE12,WE12,,5.2,2015,9/28/2015,9,,,20.52,261.6,0,8.33,,,,,,,,,,,,,,,,41.86,22,1.01,0.48,,,41.70316667,-83.25433333
WE13,WE13,WE13,,0.75,2015,9/28/2015,9,8.9,1,21.52,254.4,807,8.04,7.86,41.73,10.61,4.7,bd,0.025,,,,8.8,2.42,1.32,0.21,4.05,1.42,26.65,13.93,0.23,0.36,,,41.741,-83.13616667
WE13,WE13,WE13,,4.3,2015,9/28/2015,9,,,20.6,254.9,5,7.95,,,,,,,,,,,,,,,,36.01,18.15,0.25,0.29,,,41.741,-83.13616667
WE13,WE13,WE13,,7.6,2015,9/28/2015,9,,,20.59,255.2,0,7.78,,,,,,,,,,,,,,,,38.35,17.88,0.3,0.34,,,41.741,-83.13616667
WE15,WE15,WE15,,0.75,2015,9/28/2015,9,5.4,0.8,20.93,249,354,7.71,7.28,36.63,4.85,2.87,bd,0.03,,,,8.62,2.38,1.36,0.23,3.41,0.87,28.86,23.24,0.6,0.19,,,41.61666667,-83.00933333
WE2,WE2,WE02,,0.75,2015,10/5/2015,10,5.3,0.2,15.07,227.7,13,8.75,47.3,78.5,14.11,12.21,9.44,0.326,,,,50.73,3.68,1.85,0.27,2.51,0.26,8.46,0.47,,bdl,,,41.76216667,-83.33
WE2,WE2,WE02,,4,2015,10/5/2015,10,,,15.05,228.1,0,9.07,,,,,,,,,,,,,,,,8.51,0.39,0.13,bdl,,,41.76216667,-83.33
WE4,WE4,WE04,,0.75,2015,10/5/2015,10,9,0.2,16.33,236.6,91,9.35,26.3,52.92,15.9,11.38,30.72,0.381,,,,30.15,1.81,1.12,0.15,2.57,0.25,5.48,0.28,,bdl,,,41.82666667,-83.19316667
WE6,WE6,WE06,,0.75,2015,10/5/2015,10,2.8,0.1,14.4,335.2,1,8.11,115,211.27,40.36,26.21,45.86,0.367,,,,121,11.12,3.64,0.54,4.87,1.46,30.21,11.15,0.6,0.18,,,41.70516667,-83.38533333
WE8,WE8,WE08,,0.75,2015,10/5/2015,10,4.6,0.2,15.61,240.9,152,8.1,25.4,49.3,10.26,7.42,42.35,0.475,,,,26.6,2.82,1.09,0.16,2.56,0.24,4.99,0.15,,bdl,,,41.834,-83.36383333
WE8,WE8,WE08,,3.2,2015,10/5/2015,10,,,15.25,239.4,0,8.93,,,,,,,,,,,,,,,,5.03,0.19,,bdl,,,41.834,-83.36383333
WE12,WE12,WE12,,0.75,2015,10/5/2015,10,6.4,0.1,16.17,237,26,9.27,68.3,103.27,15.2,11.21,9.85,0.157,,,,68.8,4.92,2.67,0.34,2.88,0.43,18.73,1.4,0.27,bdl,,,41.70316667,-83.25433333
WE12,WE12,WE12,,5.1,2015,10/5/2015,10,,,16.12,239.2,0,8.61,,,,,,,,,,,,,,,,18.05,1.87,0.19,bdl,,,41.70316667,-83.25433333
WE13,WE13,WE13,,0.75,2015,10/5/2015,10,8.9,0.1,15.5,282.5,1,9.11,153,181.89,22.32,17.87,14.39,0.218,,,,139.2,9.62,3.51,0.58,4.09,0.93,20.45,4.77,0.32,0.13,,,41.741,-83.13616667
WE13,WE13,WE13,,4.3,2015,10/5/2015,10,,,14.82,285.1,0,8.86,,,,,,,,,,,,,,,,19.25,4.52,0.36,0.13,,,41.741,-83.13616667
WE13,WE13,WE13,,7.6,2015,10/5/2015,10,,,14.8,285.3,0,8.89,,,,,,,,,,,,,,,,21.32,5.17,0.43,0.1,,,41.741,-83.13616667
